manufacturer,model,tsn,year,fuel_type,federal_state,new_registration
DAIMLER (D),EQ forfour,HSE,2018,E,Hessen,79
DAIMLER (D),EQ fortwo cabrio,HSG,2018,E,Hessen,30
DAIMLER (D),EQ fortwo coupe,HSF,2018,E,Hessen,68
FORD (D),Focus Electric,BFW,2018,E,Hessen,0
HYUNDAI MOTOR (ROK),IONIQ,AHL,2018,E,Hessen,142
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2018,E,Hessen,34
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2018,E,Hessen,58
KIA MOTOR (ROK),NIRO,AIB,2018,E,Hessen,18
KIA MOTOR (ROK),SOUL,AGJ,2018,E,Hessen,2344
MITSUBISHI (J),Mitsubishi i-MiEV,AEK,2018,E,Hessen,2
NISSAN (CH),Nissan Leaf 40kWh,ALE,2018,E,Hessen,161
NISSAN (CH),NISSAN e-NV200,AIA,2018,E,Hessen,11
NISSAN (CH),"NISSAN LEAF 30kWh,NISSAN",AFV,2018,E,Hessen,1
OPEL,Ampera-e,AGT,2018,E,Hessen,88
OPEL,Ampera-e,BLA,2018,E,Hessen,3
PEUGEOT (F),iOn,AOG,2018,E,Hessen,8
RENAULT (F),ZOE,AZX,2018,E,Hessen,378
RENAULT (F),ZOE,BIA,2018,E,Hessen,110
TESLA (USA),Model S,AAJ,2018,E,Hessen,2
TESLA (USA),Model S,AAK,2018,E,Hessen,132
TESLA (USA),Model S,AAL,2018,E,Hessen,3
TESLA (USA),Model X,AAM,2018,E,Hessen,0
TESLA (USA),Model X,AAO,2018,E,Hessen,45
TESLA (USA),Model X,AAP,2018,E,Hessen,7
VOLKSWAGEN (D),GOLF,BMS,2018,E,Hessen,0
VOLKSWAGEN (D),GOLF,CBP,2018,E,Hessen,457
VOLKSWAGEN (D),UP!,BKY,2018,E,Hessen,78
BMW,"i3s,i3",BSI,2018,E,Mecklenburg-Vorpommern,24
CITROEN (F),"C-ZERO,C-Zero",AJT,2018,E,Mecklenburg-Vorpommern,2
DAIMLER (D),forfour ed,GON,2018,E,Mecklenburg-Vorpommern,7
DAIMLER (D),fortwo cabrio ed,GOP,2018,E,Mecklenburg-Vorpommern,3
DAIMLER (D),fortwo coupe ed,HHE,2018,E,Mecklenburg-Vorpommern,10
DAIMLER (D),B 250 e,EWE,2018,E,Mecklenburg-Vorpommern,0
DAIMLER (D),EQ forfour,HSE,2018,E,Mecklenburg-Vorpommern,9
DAIMLER (D),EQ fortwo cabrio,HSG,2018,E,Mecklenburg-Vorpommern,2
DAIMLER (D),EQ fortwo coupe,HSF,2018,E,Mecklenburg-Vorpommern,16
FORD (D),Focus Electric,BFW,2018,E,Mecklenburg-Vorpommern,0
HYUNDAI MOTOR (ROK),IONIQ,AHL,2018,E,Mecklenburg-Vorpommern,11
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2018,E,Mecklenburg-Vorpommern,3
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2018,E,Mecklenburg-Vorpommern,0
KIA MOTOR (ROK),NIRO,AIB,2018,E,Mecklenburg-Vorpommern,0
KIA MOTOR (ROK),SOUL,AGJ,2018,E,Mecklenburg-Vorpommern,2
MITSUBISHI (J),Mitsubishi i-MiEV,AEK,2018,E,Mecklenburg-Vorpommern,0
NISSAN (CH),Nissan Leaf 40kWh,ALE,2018,E,Mecklenburg-Vorpommern,32
NISSAN (CH),NISSAN e-NV200,AIA,2018,E,Mecklenburg-Vorpommern,4
NISSAN (CH),"NISSAN LEAF 30kWh,NISSAN",AFV,2018,E,Mecklenburg-Vorpommern,0
OPEL,Ampera-e,AGT,2018,E,Mecklenburg-Vorpommern,6
OPEL,Ampera-e,BLA,2018,E,Mecklenburg-Vorpommern,1
PEUGEOT (F),iOn,AOG,2018,E,Mecklenburg-Vorpommern,0
RENAULT (F),ZOE,AZX,2018,E,Mecklenburg-Vorpommern,31
RENAULT (F),ZOE,BIA,2018,E,Mecklenburg-Vorpommern,7
TESLA (USA),Model S,AAJ,2018,E,Mecklenburg-Vorpommern,0
TESLA (USA),Model S,AAK,2018,E,Mecklenburg-Vorpommern,7
TESLA (USA),Model S,AAL,2018,E,Mecklenburg-Vorpommern,1
TESLA (USA),Model X,AAM,2018,E,Mecklenburg-Vorpommern,0
TESLA (USA),Model X,AAO,2018,E,Mecklenburg-Vorpommern,8
TESLA (USA),Model X,AAP,2018,E,Mecklenburg-Vorpommern,0
VOLKSWAGEN (D),GOLF,BMS,2018,E,Mecklenburg-Vorpommern,0
VOLKSWAGEN (D),GOLF,CBP,2018,E,Mecklenburg-Vorpommern,42
VOLKSWAGEN (D),UP!,BKY,2018,E,Mecklenburg-Vorpommern,11
BMW,"i3s,i3",BSI,2018,E,Niedersachsen,123
CITROEN (F),"C-ZERO,C-Zero",AJT,2018,E,Niedersachsen,13
DAIMLER (D),forfour ed,GON,2018,E,Niedersachsen,101
DAIMLER (D),fortwo cabrio ed,GOP,2018,E,Niedersachsen,48
DAIMLER (D),fortwo coupe ed,HHE,2018,E,Niedersachsen,93
DAIMLER (D),B 250 e,EWE,2018,E,Niedersachsen,0
DAIMLER (D),EQ forfour,HSE,2018,E,Niedersachsen,71
DAIMLER (D),EQ fortwo cabrio,HSG,2018,E,Niedersachsen,41
DAIMLER (D),EQ fortwo coupe,HSF,2018,E,Niedersachsen,69
FORD (D),Focus Electric,BFW,2018,E,Niedersachsen,0
HYUNDAI MOTOR (ROK),IONIQ,AHL,2018,E,Niedersachsen,127
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2018,E,Niedersachsen,27
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2018,E,Niedersachsen,7
KIA MOTOR (ROK),NIRO,AIB,2018,E,Niedersachsen,0
KIA MOTOR (ROK),SOUL,AGJ,2018,E,Niedersachsen,350
MITSUBISHI (J),Mitsubishi i-MiEV,AEK,2018,E,Niedersachsen,1
NISSAN (CH),Nissan Leaf 40kWh,ALE,2018,E,Niedersachsen,165
NISSAN (CH),NISSAN e-NV200,AIA,2018,E,Niedersachsen,11
NISSAN (CH),"NISSAN LEAF 30kWh,NISSAN",AFV,2018,E,Niedersachsen,0
OPEL,Ampera-e,AGT,2018,E,Niedersachsen,42
OPEL,Ampera-e,BLA,2018,E,Niedersachsen,5
PEUGEOT (F),iOn,AOG,2018,E,Niedersachsen,5
RENAULT (F),ZOE,AZX,2018,E,Niedersachsen,302
RENAULT (F),ZOE,BIA,2018,E,Niedersachsen,114
TESLA (USA),Model S,AAJ,2018,E,Niedersachsen,2
TESLA (USA),Model S,AAK,2018,E,Niedersachsen,53
TESLA (USA),Model S,AAL,2018,E,Niedersachsen,2
TESLA (USA),Model X,AAM,2018,E,Niedersachsen,0
TESLA (USA),Model X,AAO,2018,E,Niedersachsen,41
TESLA (USA),Model X,AAP,2018,E,Niedersachsen,2
VOLKSWAGEN (D),GOLF,BMS,2018,E,Niedersachsen,2
VOLKSWAGEN (D),GOLF,CBP,2018,E,Niedersachsen,849
VOLKSWAGEN (D),UP!,BKY,2018,E,Niedersachsen,264
BMW,"i3s,i3",BSI,2018,E,Nordrhein-Westfalen,504
CITROEN (F),"C-ZERO,C-Zero",AJT,2018,E,Nordrhein-Westfalen,22
DAIMLER (D),forfour ed,GON,2018,E,Nordrhein-Westfalen,226
DAIMLER (D),fortwo cabrio ed,GOP,2018,E,Nordrhein-Westfalen,137
DAIMLER (D),fortwo coupe ed,HHE,2018,E,Nordrhein-Westfalen,256
DAIMLER (D),B 250 e,EWE,2018,E,Nordrhein-Westfalen,1
DAIMLER (D),EQ forfour,HSE,2018,E,Nordrhein-Westfalen,322
DAIMLER (D),EQ fortwo cabrio,HSG,2018,E,Nordrhein-Westfalen,115
DAIMLER (D),EQ fortwo coupe,HSF,2018,E,Nordrhein-Westfalen,288
FORD (D),Focus Electric,BFW,2018,E,Nordrhein-Westfalen,10
HYUNDAI MOTOR (ROK),IONIQ,AHL,2018,E,Nordrhein-Westfalen,297
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2018,E,Nordrhein-Westfalen,58
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2018,E,Nordrhein-Westfalen,22
KIA MOTOR (ROK),NIRO,AIB,2018,E,Nordrhein-Westfalen,0
KIA MOTOR (ROK),SOUL,AGJ,2018,E,Nordrhein-Westfalen,257
MITSUBISHI (J),Mitsubishi i-MiEV,AEK,2018,E,Nordrhein-Westfalen,1
NISSAN (CH),Nissan Leaf 40kWh,ALE,2018,E,Nordrhein-Westfalen,373
NISSAN (CH),NISSAN e-NV200,AIA,2018,E,Nordrhein-Westfalen,23
NISSAN (CH),"NISSAN LEAF 30kWh,NISSAN",AFV,2018,E,Nordrhein-Westfalen,15
OPEL,Ampera-e,AGT,2018,E,Nordrhein-Westfalen,53
OPEL,Ampera-e,BLA,2018,E,Nordrhein-Westfalen,3
PEUGEOT (F),iOn,AOG,2018,E,Nordrhein-Westfalen,27
RENAULT (F),ZOE,AZX,2018,E,Nordrhein-Westfalen,920
RENAULT (F),ZOE,BIA,2018,E,Nordrhein-Westfalen,262
TESLA (USA),Model S,AAJ,2018,E,Nordrhein-Westfalen,9
TESLA (USA),Model S,AAK,2018,E,Nordrhein-Westfalen,156
TESLA (USA),Model S,AAL,2018,E,Nordrhein-Westfalen,9
TESLA (USA),Model X,AAM,2018,E,Nordrhein-Westfalen,7
TESLA (USA),Model X,AAO,2018,E,Nordrhein-Westfalen,100
TESLA (USA),Model X,AAP,2018,E,Nordrhein-Westfalen,6
VOLKSWAGEN (D),GOLF,BMS,2018,E,Nordrhein-Westfalen,8
VOLKSWAGEN (D),GOLF,CBP,2018,E,Nordrhein-Westfalen,1358
VOLKSWAGEN (D),UP!,BKY,2018,E,Nordrhein-Westfalen,148
BMW,"i3s,i3",BSI,2018,E,Rheinland-Pfalz,81
CITROEN (F),"C-ZERO,C-Zero",AJT,2018,E,Rheinland-Pfalz,1
DAIMLER (D),forfour ed,GON,2018,E,Rheinland-Pfalz,42
DAIMLER (D),fortwo cabrio ed,GOP,2018,E,Rheinland-Pfalz,16
DAIMLER (D),fortwo coupe ed,HHE,2018,E,Rheinland-Pfalz,51
DAIMLER (D),B 250 e,EWE,2018,E,Rheinland-Pfalz,0
DAIMLER (D),EQ forfour,HSE,2018,E,Rheinland-Pfalz,63
DAIMLER (D),EQ fortwo cabrio,HSG,2018,E,Rheinland-Pfalz,12
DAIMLER (D),EQ fortwo coupe,HSF,2018,E,Rheinland-Pfalz,45
FORD (D),Focus Electric,BFW,2018,E,Rheinland-Pfalz,0
HYUNDAI MOTOR (ROK),IONIQ,AHL,2018,E,Rheinland-Pfalz,94
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2018,E,Rheinland-Pfalz,13
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2018,E,Rheinland-Pfalz,3
KIA MOTOR (ROK),NIRO,AIB,2018,E,Rheinland-Pfalz,0
KIA MOTOR (ROK),SOUL,AGJ,2018,E,Rheinland-Pfalz,22
MITSUBISHI (J),Mitsubishi i-MiEV,AEK,2018,E,Rheinland-Pfalz,0
NISSAN (CH),Nissan Leaf 40kWh,ALE,2018,E,Rheinland-Pfalz,100
NISSAN (CH),NISSAN e-NV200,AIA,2018,E,Rheinland-Pfalz,10
NISSAN (CH),"NISSAN LEAF 30kWh,NISSAN",AFV,2018,E,Rheinland-Pfalz,0
OPEL,Ampera-e,AGT,2018,E,Rheinland-Pfalz,19
OPEL,Ampera-e,BLA,2018,E,Rheinland-Pfalz,0
PEUGEOT (F),iOn,AOG,2018,E,Rheinland-Pfalz,10
RENAULT (F),ZOE,AZX,2018,E,Rheinland-Pfalz,181
RENAULT (F),ZOE,BIA,2018,E,Rheinland-Pfalz,116
TESLA (USA),Model S,AAJ,2018,E,Rheinland-Pfalz,0
TESLA (USA),Model S,AAK,2018,E,Rheinland-Pfalz,42
TESLA (USA),Model S,AAL,2018,E,Rheinland-Pfalz,3
TESLA (USA),Model X,AAM,2018,E,Rheinland-Pfalz,0
TESLA (USA),Model X,AAO,2018,E,Rheinland-Pfalz,13
TESLA (USA),Model X,AAP,2018,E,Rheinland-Pfalz,0
VOLKSWAGEN (D),GOLF,BMS,2018,E,Rheinland-Pfalz,1
VOLKSWAGEN (D),GOLF,CBP,2018,E,Rheinland-Pfalz,194
VOLKSWAGEN (D),UP!,BKY,2018,E,Rheinland-Pfalz,25
BMW,"i3s,i3",BSI,2018,E,Saarland,23
CITROEN (F),"C-ZERO,C-Zero",AJT,2018,E,Saarland,0
DAIMLER (D),forfour ed,GON,2018,E,Saarland,10
DAIMLER (D),fortwo cabrio ed,GOP,2018,E,Saarland,4
DAIMLER (D),fortwo coupe ed,HHE,2018,E,Saarland,10
DAIMLER (D),B 250 e,EWE,2018,E,Saarland,0
DAIMLER (D),EQ forfour,HSE,2018,E,Saarland,20
DAIMLER (D),EQ fortwo cabrio,HSG,2018,E,Saarland,6
DAIMLER (D),EQ fortwo coupe,HSF,2018,E,Saarland,9
FORD (D),Focus Electric,BFW,2018,E,Saarland,0
HYUNDAI MOTOR (ROK),IONIQ,AHL,2018,E,Saarland,14
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2018,E,Saarland,5
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2018,E,Saarland,0
KIA MOTOR (ROK),NIRO,AIB,2018,E,Saarland,0
KIA MOTOR (ROK),SOUL,AGJ,2018,E,Saarland,2
MITSUBISHI (J),Mitsubishi i-MiEV,AEK,2018,E,Saarland,0
