manufacturer,model,tsn,year,fuel_type,federal_state,new_registration
DAIMLER (D),eVito Tourer,IAT,2019,E,Nordrhein-Westfalen,2
DAIMLER (D),eVito Tourer,IAU,2019,E,Nordrhein-Westfalen,6
DAIMLER (D),forfour ed,GON,2019,E,Nordrhein-Westfalen,10
DAIMLER (D),fortwo coupe ed,HHE,2019,E,Nordrhein-Westfalen,6
DAIMLER (D),EQ forfour,HSE,2019,E,Nordrhein-Westfalen,748
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,Nordrhein-Westfalen,500
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,Nordrhein-Westfalen,1124
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,Nordrhein-Westfalen,11
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,Nordrhein-Westfalen,55
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,Nordrhein-Westfalen,349
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,Nordrhein-Westfalen,526
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,Nordrhein-Westfalen,78
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,Nordrhein-Westfalen,182
KIA MOTOR (ROK),NIRO,AIB,2019,E,Nordrhein-Westfalen,114
KIA MOTOR (ROK),SOUL,AGJ,2019,E,Nordrhein-Westfalen,11
KIA MOTOR (ROK),SOUL,AIH,2019,E,Nordrhein-Westfalen,168
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,Nordrhein-Westfalen,545
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,Nordrhein-Westfalen,112
OPEL,Ampera-e,AGT,2019,E,Nordrhein-Westfalen,18
PEUGEOT (F),iOn,AOG,2019,E,Nordrhein-Westfalen,34
RENAULT (F),ZOE,AZX,2019,E,Nordrhein-Westfalen,659
RENAULT (F),ZOE,BIA,2019,E,Nordrhein-Westfalen,991
RENAULT (F),ZOE,BMT,2019,E,Nordrhein-Westfalen,275
TESLA (USA),Model S,AAK,2019,E,Nordrhein-Westfalen,83
TESLA (USA),Model S,AAL,2019,E,Nordrhein-Westfalen,47
TESLA (USA),Model S,AAT,2019,E,Nordrhein-Westfalen,41
TESLA (USA),Model S,AAV,2019,E,Nordrhein-Westfalen,20
TESLA (USA),Model X,AAO,2019,E,Nordrhein-Westfalen,48
TESLA (USA),Model X,AAP,2019,E,Nordrhein-Westfalen,37
TESLA (USA),Model X,AAU,2019,E,Nordrhein-Westfalen,44
TESLA (USA),Model X,AAW,2019,E,Nordrhein-Westfalen,25
TESLA (USA),Model 3,AAQ,2019,E,Nordrhein-Westfalen,276
TESLA (USA),Model 3,AAR,2019,E,Nordrhein-Westfalen,1229
TESLA (USA),Model 3,AAS,2019,E,Nordrhein-Westfalen,458
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,Nordrhein-Westfalen,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,Nordrhein-Westfalen,871
VOLKSWAGEN (D),UP!,BKY,2019,E,Nordrhein-Westfalen,65
VOLKSWAGEN (D),UP!,CKJ,2019,E,Nordrhein-Westfalen,4
AUDI (D),e-tron 55,BSL,2019,E,Rheinland-Pfalz,1
AUDI (D),Audi e-tron,BPG,2019,E,Rheinland-Pfalz,108
BMW,"i3,i3s",BSI,2019,E,Rheinland-Pfalz,276
BMW,Cooper SE,CYC,2019,E,Rheinland-Pfalz,0
CITROEN (F),"C-ZERO,C-Zero",AJT,2019,E,Rheinland-Pfalz,2
DAIMLER (D),eVito Tourer,IAT,2019,E,Rheinland-Pfalz,1
DAIMLER (D),eVito Tourer,IAU,2019,E,Rheinland-Pfalz,1
DAIMLER (D),forfour ed,GON,2019,E,Rheinland-Pfalz,0
DAIMLER (D),fortwo coupe ed,HHE,2019,E,Rheinland-Pfalz,0
DAIMLER (D),EQ forfour,HSE,2019,E,Rheinland-Pfalz,82
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,Rheinland-Pfalz,39
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,Rheinland-Pfalz,112
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,Rheinland-Pfalz,3
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,Rheinland-Pfalz,10
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,Rheinland-Pfalz,79
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,Rheinland-Pfalz,168
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,Rheinland-Pfalz,15
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,Rheinland-Pfalz,33
KIA MOTOR (ROK),NIRO,AIB,2019,E,Rheinland-Pfalz,33
KIA MOTOR (ROK),SOUL,AGJ,2019,E,Rheinland-Pfalz,1
KIA MOTOR (ROK),SOUL,AIH,2019,E,Rheinland-Pfalz,69
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,Rheinland-Pfalz,92
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,Rheinland-Pfalz,23
OPEL,Ampera-e,AGT,2019,E,Rheinland-Pfalz,7
PEUGEOT (F),iOn,AOG,2019,E,Rheinland-Pfalz,75
RENAULT (F),ZOE,AZX,2019,E,Rheinland-Pfalz,290
RENAULT (F),ZOE,BIA,2019,E,Rheinland-Pfalz,189
RENAULT (F),ZOE,BMT,2019,E,Rheinland-Pfalz,56
TESLA (USA),Model S,AAK,2019,E,Rheinland-Pfalz,22
TESLA (USA),Model S,AAL,2019,E,Rheinland-Pfalz,5
TESLA (USA),Model S,AAT,2019,E,Rheinland-Pfalz,5
TESLA (USA),Model S,AAV,2019,E,Rheinland-Pfalz,7
TESLA (USA),Model X,AAO,2019,E,Rheinland-Pfalz,12
TESLA (USA),Model X,AAP,2019,E,Rheinland-Pfalz,6
TESLA (USA),Model X,AAU,2019,E,Rheinland-Pfalz,9
TESLA (USA),Model X,AAW,2019,E,Rheinland-Pfalz,4
TESLA (USA),Model 3,AAQ,2019,E,Rheinland-Pfalz,63
TESLA (USA),Model 3,AAR,2019,E,Rheinland-Pfalz,290
TESLA (USA),Model 3,AAS,2019,E,Rheinland-Pfalz,119
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,Rheinland-Pfalz,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,Rheinland-Pfalz,170
VOLKSWAGEN (D),UP!,BKY,2019,E,Rheinland-Pfalz,9
VOLKSWAGEN (D),UP!,CKJ,2019,E,Rheinland-Pfalz,0
AUDI (D),e-tron 55,BSL,2019,E,Saarland,0
AUDI (D),Audi e-tron,BPG,2019,E,Saarland,17
BMW,"i3,i3s",BSI,2019,E,Saarland,73
BMW,Cooper SE,CYC,2019,E,Saarland,0
CITROEN (F),"C-ZERO,C-Zero",AJT,2019,E,Saarland,0
DAIMLER (D),eVito Tourer,IAT,2019,E,Saarland,0
DAIMLER (D),eVito Tourer,IAU,2019,E,Saarland,0
DAIMLER (D),forfour ed,GON,2019,E,Saarland,0
DAIMLER (D),fortwo coupe ed,HHE,2019,E,Saarland,0
DAIMLER (D),EQ forfour,HSE,2019,E,Saarland,10
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,Saarland,13
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,Saarland,25
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,Saarland,0
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,Saarland,0
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,Saarland,12
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,Saarland,22
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,Saarland,7
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,Saarland,5
KIA MOTOR (ROK),NIRO,AIB,2019,E,Saarland,7
KIA MOTOR (ROK),SOUL,AGJ,2019,E,Saarland,2
KIA MOTOR (ROK),SOUL,AIH,2019,E,Saarland,9
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,Saarland,16
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,Saarland,1
OPEL,Ampera-e,AGT,2019,E,Saarland,2
PEUGEOT (F),iOn,AOG,2019,E,Saarland,1
RENAULT (F),ZOE,AZX,2019,E,Saarland,33
RENAULT (F),ZOE,BIA,2019,E,Saarland,35
RENAULT (F),ZOE,BMT,2019,E,Saarland,12
TESLA (USA),Model S,AAK,2019,E,Saarland,3
TESLA (USA),Model S,AAL,2019,E,Saarland,2
TESLA (USA),Model S,AAT,2019,E,Saarland,0
TESLA (USA),Model S,AAV,2019,E,Saarland,0
TESLA (USA),Model X,AAO,2019,E,Saarland,1
TESLA (USA),Model X,AAP,2019,E,Saarland,0
TESLA (USA),Model X,AAU,2019,E,Saarland,1
TESLA (USA),Model X,AAW,2019,E,Saarland,1
TESLA (USA),Model 3,AAQ,2019,E,Saarland,6
TESLA (USA),Model 3,AAR,2019,E,Saarland,38
TESLA (USA),Model 3,AAS,2019,E,Saarland,24
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,Saarland,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,Saarland,23
VOLKSWAGEN (D),UP!,BKY,2019,E,Saarland,2
VOLKSWAGEN (D),UP!,CKJ,2019,E,Saarland,1
AUDI (D),e-tron 55,BSL,2019,E,Sachsen,0
AUDI (D),Audi e-tron,BPG,2019,E,Sachsen,54
BMW,"i3,i3s",BSI,2019,E,Sachsen,136
BMW,Cooper SE,CYC,2019,E,Sachsen,0
CITROEN (F),"C-ZERO,C-Zero",AJT,2019,E,Sachsen,3
DAIMLER (D),eVito Tourer,IAT,2019,E,Sachsen,0
DAIMLER (D),eVito Tourer,IAU,2019,E,Sachsen,1
DAIMLER (D),forfour ed,GON,2019,E,Sachsen,0
DAIMLER (D),fortwo coupe ed,HHE,2019,E,Sachsen,3
DAIMLER (D),EQ forfour,HSE,2019,E,Sachsen,47
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,Sachsen,8
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,Sachsen,70
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,Sachsen,3
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,Sachsen,12
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,Sachsen,47
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,Sachsen,106
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,Sachsen,23
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,Sachsen,13
KIA MOTOR (ROK),NIRO,AIB,2019,E,Sachsen,19
KIA MOTOR (ROK),SOUL,AGJ,2019,E,Sachsen,0
KIA MOTOR (ROK),SOUL,AIH,2019,E,Sachsen,59
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,Sachsen,106
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,Sachsen,11
OPEL,Ampera-e,AGT,2019,E,Sachsen,0
PEUGEOT (F),iOn,AOG,2019,E,Sachsen,0
RENAULT (F),ZOE,AZX,2019,E,Sachsen,77
RENAULT (F),ZOE,BIA,2019,E,Sachsen,101
RENAULT (F),ZOE,BMT,2019,E,Sachsen,28
TESLA (USA),Model S,AAK,2019,E,Sachsen,2
TESLA (USA),Model S,AAL,2019,E,Sachsen,5
TESLA (USA),Model S,AAT,2019,E,Sachsen,3
TESLA (USA),Model S,AAV,2019,E,Sachsen,2
TESLA (USA),Model X,AAO,2019,E,Sachsen,6
TESLA (USA),Model X,AAP,2019,E,Sachsen,4
TESLA (USA),Model X,AAU,2019,E,Sachsen,3
TESLA (USA),Model X,AAW,2019,E,Sachsen,3
TESLA (USA),Model 3,AAQ,2019,E,Sachsen,15
TESLA (USA),Model 3,AAR,2019,E,Sachsen,122
TESLA (USA),Model 3,AAS,2019,E,Sachsen,33
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,Sachsen,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,Sachsen,163
VOLKSWAGEN (D),UP!,BKY,2019,E,Sachsen,9
VOLKSWAGEN (D),UP!,CKJ,2019,E,Sachsen,1
AUDI (D),e-tron 55,BSL,2019,E,Sachsen-Anhalt,0
AUDI (D),Audi e-tron,BPG,2019,E,Sachsen-Anhalt,36
BMW,"i3,i3s",BSI,2019,E,Sachsen-Anhalt,62
BMW,Cooper SE,CYC,2019,E,Sachsen-Anhalt,0
CITROEN (F),"C-ZERO,C-Zero",AJT,2019,E,Sachsen-Anhalt,1
DAIMLER (D),eVito Tourer,IAT,2019,E,Sachsen-Anhalt,0
DAIMLER (D),eVito Tourer,IAU,2019,E,Sachsen-Anhalt,0
DAIMLER (D),forfour ed,GON,2019,E,Sachsen-Anhalt,0
DAIMLER (D),fortwo coupe ed,HHE,2019,E,Sachsen-Anhalt,1
DAIMLER (D),EQ forfour,HSE,2019,E,Sachsen-Anhalt,31
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,Sachsen-Anhalt,7
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,Sachsen-Anhalt,31
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,Sachsen-Anhalt,1
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,Sachsen-Anhalt,6
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,Sachsen-Anhalt,29
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,Sachsen-Anhalt,68
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,Sachsen-Anhalt,5
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,Sachsen-Anhalt,2
KIA MOTOR (ROK),NIRO,AIB,2019,E,Sachsen-Anhalt,9
KIA MOTOR (ROK),SOUL,AGJ,2019,E,Sachsen-Anhalt,2
KIA MOTOR (ROK),SOUL,AIH,2019,E,Sachsen-Anhalt,15
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,Sachsen-Anhalt,38
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,Sachsen-Anhalt,2
OPEL,Ampera-e,AGT,2019,E,Sachsen-Anhalt,3
PEUGEOT (F),iOn,AOG,2019,E,Sachsen-Anhalt,0
RENAULT (F),ZOE,AZX,2019,E,Sachsen-Anhalt,15
RENAULT (F),ZOE,BIA,2019,E,Sachsen-Anhalt,127
RENAULT (F),ZOE,BMT,2019,E,Sachsen-Anhalt,2
TESLA (USA),Model S,AAK,2019,E,Sachsen-Anhalt,4
TESLA (USA),Model S,AAL,2019,E,Sachsen-Anhalt,0
TESLA (USA),Model S,AAT,2019,E,Sachsen-Anhalt,1
TESLA (USA),Model S,AAV,2019,E,Sachsen-Anhalt,1
TESLA (USA),Model X,AAO,2019,E,Sachsen-Anhalt,4
TESLA (USA),Model X,AAP,2019,E,Sachsen-Anhalt,2
TESLA (USA),Model X,AAU,2019,E,Sachsen-Anhalt,0
TESLA (USA),Model X,AAW,2019,E,Sachsen-Anhalt,0
TESLA (USA),Model 3,AAQ,2019,E,Sachsen-Anhalt,8
TESLA (USA),Model 3,AAR,2019,E,Sachsen-Anhalt,39
TESLA (USA),Model 3,AAS,2019,E,Sachsen-Anhalt,13
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,Sachsen-Anhalt,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,Sachsen-Anhalt,57
VOLKSWAGEN (D),UP!,BKY,2019,E,Sachsen-Anhalt,8
VOLKSWAGEN (D),UP!,CKJ,2019,E,Sachsen-Anhalt,0
AUDI (D),e-tron 55,BSL,2019,E,Schleswig-Holstein,0
AUDI (D),Audi e-tron,BPG,2019,E,Schleswig-Holstein,79
BMW,"i3,i3s",BSI,2019,E,Schleswig-Holstein,219
BMW,Cooper SE,CYC,2019,E,Schleswig-Holstein,0
CITROEN (F),"C-ZERO,C-Zero",AJT,2019,E,Schleswig-Holstein,1
DAIMLER (D),eVito Tourer,IAT,2019,E,Schleswig-Holstein,0
DAIMLER (D),eVito Tourer,IAU,2019,E,Schleswig-Holstein,0
DAIMLER (D),forfour ed,GON,2019,E,Schleswig-Holstein,0
DAIMLER (D),fortwo coupe ed,HHE,2019,E,Schleswig-Holstein,1
DAIMLER (D),EQ forfour,HSE,2019,E,Schleswig-Holstein,85
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,Schleswig-Holstein,36
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,Schleswig-Holstein,89
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,Schleswig-Holstein,1
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,Schleswig-Holstein,10
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,Schleswig-Holstein,80
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,Schleswig-Holstein,155
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,Schleswig-Holstein,17
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,Schleswig-Holstein,24
KIA MOTOR (ROK),NIRO,AIB,2019,E,Schleswig-Holstein,21
KIA MOTOR (ROK),SOUL,AGJ,2019,E,Schleswig-Holstein,1
KIA MOTOR (ROK),SOUL,AIH,2019,E,Schleswig-Holstein,92
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,Schleswig-Holstein,120
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,Schleswig-Holstein,11
OPEL,Ampera-e,AGT,2019,E,Schleswig-Holstein,1
PEUGEOT (F),iOn,AOG,2019,E,Schleswig-Holstein,1
RENAULT (F),ZOE,AZX,2019,E,Schleswig-Holstein,96
RENAULT (F),ZOE,BIA,2019,E,Schleswig-Holstein,374
RENAULT (F),ZOE,BMT,2019,E,Schleswig-Holstein,87
TESLA (USA),Model S,AAK,2019,E,Schleswig-Holstein,16
TESLA (USA),Model S,AAL,2019,E,Schleswig-Holstein,7
TESLA (USA),Model S,AAT,2019,E,Schleswig-Holstein,4
TESLA (USA),Model S,AAV,2019,E,Schleswig-Holstein,6
TESLA (USA),Model X,AAO,2019,E,Schleswig-Holstein,14
TESLA (USA),Model X,AAP,2019,E,Schleswig-Holstein,1
TESLA (USA),Model X,AAU,2019,E,Schleswig-Holstein,5
TESLA (USA),Model X,AAW,2019,E,Schleswig-Holstein,0
TESLA (USA),Model 3,AAQ,2019,E,Schleswig-Holstein,50
TESLA (USA),Model 3,AAR,2019,E,Schleswig-Holstein,153
TESLA (USA),Model 3,AAS,2019,E,Schleswig-Holstein,70
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,Schleswig-Holstein,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,Schleswig-Holstein,145
VOLKSWAGEN (D),UP!,BKY,2019,E,Schleswig-Holstein,6
VOLKSWAGEN (D),UP!,CKJ,2019,E,Schleswig-Holstein,1
AUDI (D),e-tron 55,BSL,2019,E,Thüringen,0
AUDI (D),Audi e-tron,BPG,2019,E,Thüringen,44
BMW,"i3,i3s",BSI,2019,E,Thüringen,73
BMW,Cooper SE,CYC,2019,E,Thüringen,0
CITROEN (F),"C-ZERO,C-Zero",AJT,2019,E,Thüringen,0
DAIMLER (D),eVito Tourer,IAT,2019,E,Thüringen,0
DAIMLER (D),eVito Tourer,IAU,2019,E,Thüringen,1
DAIMLER (D),forfour ed,GON,2019,E,Thüringen,0
DAIMLER (D),fortwo coupe ed,HHE,2019,E,Thüringen,1
DAIMLER (D),EQ forfour,HSE,2019,E,Thüringen,38
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,Thüringen,10
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,Thüringen,46
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,Thüringen,0
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,Thüringen,6
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,Thüringen,53
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,Thüringen,177
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,Thüringen,10
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,Thüringen,9
KIA MOTOR (ROK),NIRO,AIB,2019,E,Thüringen,11
KIA MOTOR (ROK),SOUL,AGJ,2019,E,Thüringen,1
KIA MOTOR (ROK),SOUL,AIH,2019,E,Thüringen,54
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,Thüringen,40
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,Thüringen,3
OPEL,Ampera-e,AGT,2019,E,Thüringen,0
PEUGEOT (F),iOn,AOG,2019,E,Thüringen,0
RENAULT (F),ZOE,AZX,2019,E,Thüringen,20
RENAULT (F),ZOE,BIA,2019,E,Thüringen,43
RENAULT (F),ZOE,BMT,2019,E,Thüringen,6
TESLA (USA),Model S,AAK,2019,E,Thüringen,13
TESLA (USA),Model S,AAL,2019,E,Thüringen,3
TESLA (USA),Model S,AAT,2019,E,Thüringen,0
TESLA (USA),Model S,AAV,2019,E,Thüringen,5
TESLA (USA),Model X,AAO,2019,E,Thüringen,2
TESLA (USA),Model X,AAP,2019,E,Thüringen,0
TESLA (USA),Model X,AAU,2019,E,Thüringen,1
TESLA (USA),Model X,AAW,2019,E,Thüringen,1
TESLA (USA),Model 3,AAQ,2019,E,Thüringen,18
TESLA (USA),Model 3,AAR,2019,E,Thüringen,51
TESLA (USA),Model 3,AAS,2019,E,Thüringen,15
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,Thüringen,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,Thüringen,1575
VOLKSWAGEN (D),UP!,BKY,2019,E,Thüringen,9
VOLKSWAGEN (D),UP!,CKJ,2019,E,Thüringen,0
AUDI (D),e-tron 55,BSL,2019,E,special,5
AUDI (D),Audi e-tron,BPG,2019,E,special,12
BMW,"i3,i3s",BSI,2019,E,special,0
BMW,Cooper SE,CYC,2019,E,special,0
CITROEN (F),"C-ZERO,C-Zero",AJT,2019,E,special,0
DAIMLER (D),eVito Tourer,IAT,2019,E,special,0
DAIMLER (D),eVito Tourer,IAU,2019,E,special,1
DAIMLER (D),forfour ed,GON,2019,E,special,0
DAIMLER (D),fortwo coupe ed,HHE,2019,E,special,0
DAIMLER (D),EQ forfour,HSE,2019,E,special,0
DAIMLER (D),EQ fortwo cabrio,HSG,2019,E,special,0
DAIMLER (D),EQ fortwo coupe,HSF,2019,E,special,1
DAIMLER (D),EQC 400 4MATIC,AKA,2019,E,special,0
DAIMLER (D),EQC 400 4MATIC,HXW,2019,E,special,0
HYUNDAI MOTOR (ROK),IONIQ,AHL,2019,E,special,0
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2019,E,special,0
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2019,E,special,0
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2019,E,special,0
KIA MOTOR (ROK),NIRO,AIB,2019,E,special,0
KIA MOTOR (ROK),SOUL,AGJ,2019,E,special,0
KIA MOTOR (ROK),SOUL,AIH,2019,E,special,0
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2019,E,special,0
NISSAN (CH),NISSAN e-NV200,AIA,2019,E,special,1
OPEL,Ampera-e,AGT,2019,E,special,0
PEUGEOT (F),iOn,AOG,2019,E,special,0
RENAULT (F),ZOE,AZX,2019,E,special,0
RENAULT (F),ZOE,BIA,2019,E,special,0
RENAULT (F),ZOE,BMT,2019,E,special,0
TESLA (USA),Model S,AAK,2019,E,special,0
TESLA (USA),Model S,AAL,2019,E,special,0
TESLA (USA),Model S,AAT,2019,E,special,0
TESLA (USA),Model S,AAV,2019,E,special,0
TESLA (USA),Model X,AAO,2019,E,special,0
TESLA (USA),Model X,AAP,2019,E,special,0
TESLA (USA),Model X,AAU,2019,E,special,0
TESLA (USA),Model X,AAW,2019,E,special,0
TESLA (USA),Model 3,AAQ,2019,E,special,0
TESLA (USA),Model 3,AAR,2019,E,special,2
TESLA (USA),Model 3,AAS,2019,E,special,2
VOLKSWAGEN (D),CRAFTER,CGD,2019,E,special,0
VOLKSWAGEN (D),GOLF,CBP,2019,E,special,1
VOLKSWAGEN (D),UP!,BKY,2019,E,special,0
VOLKSWAGEN (D),UP!,CKJ,2019,E,special,0
