manufacturer,model,tsn,year,fuel_type,federal_state,new_registration
VOLKSWAGEN (D),GOLF,CBP,2020,E,Berlin,295
VOLKSWAGEN (D),ID.3 PRO S 150 KW,CKW,2020,E,Berlin,0
VOLKSWAGEN (D),ID.3 PRO 150 KW,CKV,2020,E,Berlin,166
VOLKSWAGEN (D),ID.4 PRO 150 KW,CLQ,2020,E,Berlin,2
VOLKSWAGEN (D),UP!,BKY,2020,E,Berlin,0
VOLKSWAGEN (D),UP!,CKJ,2020,E,Berlin,193
VOLVO (S),Polestar 2,BRO,2020,E,Berlin,33
VOLVO (S),XC40,BTE,2020,E,Berlin,0
AUDI (D),e-tron S,BVM,2020,E,Brandenburg,0
AUDI (D),e-tron S Sportback,BVN,2020,E,Brandenburg,0
AUDI (D),e-tron Sportback 50,BSM,2020,E,Brandenburg,4
AUDI (D),e-tron Sportback 55,BSN,2020,E,Brandenburg,19
AUDI (D),e-tron 50,BSK,2020,E,Brandenburg,10
AUDI (D),e-tron 55,BSL,2020,E,Brandenburg,7
AUDI (D),Audi e-tron,BPG,2020,E,Brandenburg,8
BMW,iX3,DAQ,2020,E,Brandenburg,0
BMW,"i3s,i3",BSI,2020,E,Brandenburg,92
BMW,Cooper SE,CYC,2020,E,Brandenburg,73
CITROEN (F),"C-ZERO,C-Zero",AJT,2020,E,Brandenburg,0
CITROEN (F),JUMPY SPACETOURER,BBW,2020,E,Brandenburg,7
DAIMLER (D),eVito Tourer,AAI,2020,E,Brandenburg,0
DAIMLER (D),eVito Tourer,AAJ,2020,E,Brandenburg,15
DAIMLER (D),eVito Tourer,IAU,2020,E,Brandenburg,4
DAIMLER (D),EQ forfour,ADK,2020,E,Brandenburg,77
DAIMLER (D),EQ fortwo cabrio,ADM,2020,E,Brandenburg,56
DAIMLER (D),EQ fortwo coupe,ADL,2020,E,Brandenburg,83
DAIMLER (D),EQ fortwo coupe,HSF,2020,E,Brandenburg,0
DAIMLER (D),EQA 250,BBR,2020,E,Brandenburg,0
DAIMLER (D),EQC 400 4MATIC,AKA,2020,E,Brandenburg,40
DAIMLER (D),EQC 400 4MATIC,HXW,2020,E,Brandenburg,2
DAIMLER (D),EQV,ASK,2020,E,Brandenburg,42
DAIMLER (D),EQV,ASL,2020,E,Brandenburg,1
E.GO,e.GO Life First Edition,AAB,2020,E,Brandenburg,3
FCA (I),500,AVN,2020,E,Brandenburg,9
FORD (D),Mustang Mach-E,BUN,2020,E,Brandenburg,0
FORD (D),Mustang Mach-E,BUO,2020,E,Brandenburg,0
HONDA MOTOR (J),Honda e,AEW,2020,E,Brandenburg,33
HYUNDAI MOTOR (CZ),"Kona, Kauai",AFH,2020,E,Brandenburg,194
HYUNDAI MOTOR (ROK),IONIQ,AHL,2020,E,Brandenburg,56
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2020,E,Brandenburg,49
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2020,E,Brandenburg,64
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2020,E,Brandenburg,18
JIANGLING (RC),U5,AAD,2020,E,Brandenburg,6
KIA MOTOR (ROK),NIRO,AIB,2020,E,Brandenburg,82
KIA MOTOR (ROK),NIRO,AIC,2020,E,Brandenburg,0
KIA MOTOR (ROK),SOUL,AIH,2020,E,Brandenburg,32
KIA MOTOR (ROK),SOUL,AII,2020,E,Brandenburg,3
MAZDA (J),MAZDA MX-30,AII,2020,E,Brandenburg,65
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2020,E,Brandenburg,87
NISSAN (CH),NISSAN e-NV200,AIA,2020,E,Brandenburg,20
OPEL,Ampera-e,AGT,2020,E,Brandenburg,21
PEUGEOT (F),iOn,AOG,2020,E,Brandenburg,1
PEUGEOT (F),EXPERT Traveller,BBY,2020,E,Brandenburg,0
PEUGEOT (F),VIVARO / ZAFIRA LIFE,BBU,2020,E,Brandenburg,12
PORSCHE,"Taycan Turbo,Taycan Turbo",ALY,2020,E,Brandenburg,8
PORSCHE,Taycan 4S,ALZ,2020,E,Brandenburg,10
PORSCHE,Taycan 4S,AMA,2020,E,Brandenburg,2
PSA AUTOMOBILES (F),e-C4,ACW,2020,E,Brandenburg,0
PSA AUTOMOBILES (F),CORSA,ABX,2020,E,Brandenburg,146
PSA AUTOMOBILES (F),DS3 CROSSBACK,ACG,2020,E,Brandenburg,0
PSA AUTOMOBILES (F),2008,ACM,2020,E,Brandenburg,26
PSA AUTOMOBILES (F),208,ACH,2020,E,Brandenburg,50
RENAULT (F),TWINGO,BNZ,2020,E,Brandenburg,26
RENAULT (F),ZOE,AZX,2020,E,Brandenburg,4
RENAULT (F),ZOE,BIA,2020,E,Brandenburg,14
RENAULT (F),ZOE,BMT,2020,E,Brandenburg,587
SEAT (E),MII,APB,2020,E,Brandenburg,25
SKODA (CZ),CITIGO,AUN,2020,E,Brandenburg,160
TESLA (USA),Model S,AAL,2020,E,Brandenburg,0
TESLA (USA),Model S,AAT,2020,E,Brandenburg,3
TESLA (USA),Model S,AAV,2020,E,Brandenburg,3
TESLA (USA),Model S,AAX,2020,E,Brandenburg,14
TESLA (USA),Model X,AAP,2020,E,Brandenburg,2
TESLA (USA),Model X,AAU,2020,E,Brandenburg,5
TESLA (USA),Model X,AAW,2020,E,Brandenburg,0
TESLA (USA),Model X,AAY,2020,E,Brandenburg,16
TESLA (USA),Model 3,AAQ,2020,E,Brandenburg,90
TESLA (USA),Model 3,AAR,2020,E,Brandenburg,201
TESLA (USA),Model 3,AAS,2020,E,Brandenburg,64
TESLA (USA),Model 3,AAZ,2020,E,Brandenburg,56
TOYOTA EUROPE (B),LEXUS UX300E,APE,2020,E,Brandenburg,0
VOLKSWAGEN (D),ABT e-Caddy,CMD,2020,E,Brandenburg,0
VOLKSWAGEN (D),ABT e-Caravelle 6.1,COA,2020,E,Brandenburg,2
VOLKSWAGEN (D),CRAFTER,CGD,2020,E,Brandenburg,0
VOLKSWAGEN (D),GOLF,CBP,2020,E,Brandenburg,172
VOLKSWAGEN (D),ID.3 PRO S 150 KW,CKW,2020,E,Brandenburg,1
VOLKSWAGEN (D),ID.3 PRO 150 KW,CKV,2020,E,Brandenburg,204
VOLKSWAGEN (D),ID.4 PRO 150 KW,CLQ,2020,E,Brandenburg,14
VOLKSWAGEN (D),UP!,BKY,2020,E,Brandenburg,0
VOLKSWAGEN (D),UP!,CKJ,2020,E,Brandenburg,165
VOLVO (S),Polestar 2,BRO,2020,E,Brandenburg,21
VOLVO (S),XC40,BTE,2020,E,Brandenburg,5
AUDI (D),e-tron S,BVM,2020,E,Bremen,0
AUDI (D),e-tron S Sportback,BVN,2020,E,Bremen,0
AUDI (D),e-tron Sportback 50,BSM,2020,E,Bremen,1
AUDI (D),e-tron Sportback 55,BSN,2020,E,Bremen,4
AUDI (D),e-tron 50,BSK,2020,E,Bremen,8
AUDI (D),e-tron 55,BSL,2020,E,Bremen,8
AUDI (D),Audi e-tron,BPG,2020,E,Bremen,3
BMW,iX3,DAQ,2020,E,Bremen,0
BMW,"i3s,i3",BSI,2020,E,Bremen,30
BMW,Cooper SE,CYC,2020,E,Bremen,18
CITROEN (F),"C-ZERO,C-Zero",AJT,2020,E,Bremen,1
CITROEN (F),JUMPY SPACETOURER,BBW,2020,E,Bremen,0
DAIMLER (D),eVito Tourer,AAI,2020,E,Bremen,1
DAIMLER (D),eVito Tourer,AAJ,2020,E,Bremen,0
DAIMLER (D),eVito Tourer,IAU,2020,E,Bremen,2
DAIMLER (D),EQ forfour,ADK,2020,E,Bremen,29
DAIMLER (D),EQ fortwo cabrio,ADM,2020,E,Bremen,21
DAIMLER (D),EQ fortwo coupe,ADL,2020,E,Bremen,34
DAIMLER (D),EQ fortwo coupe,HSF,2020,E,Bremen,0
DAIMLER (D),EQA 250,BBR,2020,E,Bremen,0
DAIMLER (D),EQC 400 4MATIC,AKA,2020,E,Bremen,73
DAIMLER (D),EQC 400 4MATIC,HXW,2020,E,Bremen,1
DAIMLER (D),EQV,ASK,2020,E,Bremen,19
DAIMLER (D),EQV,ASL,2020,E,Bremen,0
E.GO,e.GO Life First Edition,AAB,2020,E,Bremen,1
FCA (I),500,AVN,2020,E,Bremen,2
FORD (D),Mustang Mach-E,BUN,2020,E,Bremen,0
FORD (D),Mustang Mach-E,BUO,2020,E,Bremen,0
HONDA MOTOR (J),Honda e,AEW,2020,E,Bremen,4
HYUNDAI MOTOR (CZ),"Kona, Kauai",AFH,2020,E,Bremen,51
HYUNDAI MOTOR (ROK),IONIQ,AHL,2020,E,Bremen,18
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2020,E,Bremen,16
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2020,E,Bremen,15
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2020,E,Bremen,8
JIANGLING (RC),U5,AAD,2020,E,Bremen,1
KIA MOTOR (ROK),NIRO,AIB,2020,E,Bremen,18
KIA MOTOR (ROK),NIRO,AIC,2020,E,Bremen,1
KIA MOTOR (ROK),SOUL,AIH,2020,E,Bremen,19
KIA MOTOR (ROK),SOUL,AII,2020,E,Bremen,1
MAZDA (J),MAZDA MX-30,AII,2020,E,Bremen,8
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2020,E,Bremen,4
NISSAN (CH),NISSAN e-NV200,AIA,2020,E,Bremen,1
OPEL,Ampera-e,AGT,2020,E,Bremen,4
PEUGEOT (F),iOn,AOG,2020,E,Bremen,0
PEUGEOT (F),EXPERT Traveller,BBY,2020,E,Bremen,0
PEUGEOT (F),VIVARO / ZAFIRA LIFE,BBU,2020,E,Bremen,1
PORSCHE,"Taycan Turbo,Taycan Turbo",ALY,2020,E,Bremen,6
PORSCHE,Taycan 4S,ALZ,2020,E,Bremen,3
PORSCHE,Taycan 4S,AMA,2020,E,Bremen,1
PSA AUTOMOBILES (F),e-C4,ACW,2020,E,Bremen,0
PSA AUTOMOBILES (F),CORSA,ABX,2020,E,Bremen,16
PSA AUTOMOBILES (F),DS3 CROSSBACK,ACG,2020,E,Bremen,0
PSA AUTOMOBILES (F),2008,ACM,2020,E,Bremen,6
PSA AUTOMOBILES (F),208,ACH,2020,E,Bremen,10
RENAULT (F),TWINGO,BNZ,2020,E,Bremen,7
RENAULT (F),ZOE,AZX,2020,E,Bremen,0
RENAULT (F),ZOE,BIA,2020,E,Bremen,6
RENAULT (F),ZOE,BMT,2020,E,Bremen,135
SEAT (E),MII,APB,2020,E,Bremen,4
SKODA (CZ),CITIGO,AUN,2020,E,Bremen,21
TESLA (USA),Model S,AAL,2020,E,Bremen,0
TESLA (USA),Model S,AAT,2020,E,Bremen,2
