manufacturer,model,tsn,year,fuel_type,federal_state,new_registration
AUDI (D),e-tron S,BVM,2020,E,Baden-Württemberg,6
AUDI (D),e-tron S Sportback,BVN,2020,E,Baden-Württemberg,6
AUDI (D),e-tron Sportback 50,BSM,2020,E,Baden-Württemberg,92
AUDI (D),e-tron Sportback 55,BSN,2020,E,Baden-Württemberg,143
AUDI (D),e-tron 50,BSK,2020,E,Baden-Württemberg,247
AUDI (D),e-tron 55,BSL,2020,E,Baden-Württemberg,274
AUDI (D),Audi e-tron,BPG,2020,E,Baden-Württemberg,84
BMW,iX3,DAQ,2020,E,Baden-Württemberg,0
BMW,"i3s,i3",BSI,2020,E,Baden-Württemberg,1341
BMW,Cooper SE,CYC,2020,E,Baden-Württemberg,605
CITROEN (F),"C-ZERO,C-Zero",AJT,2020,E,Baden-Württemberg,21
CITROEN (F),JUMPY SPACETOURER,BBW,2020,E,Baden-Württemberg,11
DAIMLER (D),eVito Tourer,AAI,2020,E,Baden-Württemberg,1
DAIMLER (D),eVito Tourer,AAJ,2020,E,Baden-Württemberg,40
DAIMLER (D),eVito Tourer,IAU,2020,E,Baden-Württemberg,9
DAIMLER (D),EQ forfour,ADK,2020,E,Baden-Württemberg,1798
DAIMLER (D),EQ fortwo cabrio,ADM,2020,E,Baden-Württemberg,1089
DAIMLER (D),EQ fortwo coupe,ADL,2020,E,Baden-Württemberg,2258
DAIMLER (D),EQ fortwo coupe,HSF,2020,E,Baden-Württemberg,0
DAIMLER (D),EQA 250,BBR,2020,E,Baden-Württemberg,43
DAIMLER (D),EQC 400 4MATIC,AKA,2020,E,Baden-Württemberg,789
DAIMLER (D),EQC 400 4MATIC,HXW,2020,E,Baden-Württemberg,11
DAIMLER (D),EQV,ASK,2020,E,Baden-Württemberg,120
DAIMLER (D),EQV,ASL,2020,E,Baden-Württemberg,7
E.GO,e.GO Life First Edition,AAB,2020,E,Baden-Württemberg,60
FCA (I),500,AVN,2020,E,Baden-Württemberg,160
FORD (D),Mustang Mach-E,BUN,2020,E,Baden-Württemberg,0
FORD (D),Mustang Mach-E,BUO,2020,E,Baden-Württemberg,0
HONDA MOTOR (J),Honda e,AEW,2020,E,Baden-Württemberg,162
HYUNDAI MOTOR (CZ),"Kona, Kauai",AFH,2020,E,Baden-Württemberg,1295
HYUNDAI MOTOR (ROK),IONIQ,AHL,2020,E,Baden-Württemberg,243
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2020,E,Baden-Württemberg,260
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2020,E,Baden-Württemberg,562
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2020,E,Baden-Württemberg,202
JIANGLING (RC),U5,AAD,2020,E,Baden-Württemberg,65
KIA MOTOR (ROK),NIRO,AIB,2020,E,Baden-Württemberg,411
KIA MOTOR (ROK),NIRO,AIC,2020,E,Baden-Württemberg,4
KIA MOTOR (ROK),SOUL,AIH,2020,E,Baden-Württemberg,220
KIA MOTOR (ROK),SOUL,AII,2020,E,Baden-Württemberg,12
MAZDA (J),MAZDA MX-30,AII,2020,E,Baden-Württemberg,418
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2020,E,Baden-Württemberg,524
NISSAN (CH),NISSAN e-NV200,AIA,2020,E,Baden-Württemberg,60
OPEL,Ampera-e,AGT,2020,E,Baden-Württemberg,39
PEUGEOT (F),iOn,AOG,2020,E,Baden-Württemberg,20
PEUGEOT (F),EXPERT Traveller,BBY,2020,E,Baden-Württemberg,0
PEUGEOT (F),VIVARO / ZAFIRA LIFE,BBU,2020,E,Baden-Württemberg,15
PORSCHE,"Taycan Turbo,Taycan Turbo",ALY,2020,E,Baden-Württemberg,373
PORSCHE,Taycan 4S,ALZ,2020,E,Baden-Württemberg,552
PORSCHE,Taycan 4S,AMA,2020,E,Baden-Württemberg,75
PSA AUTOMOBILES (F),e-C4,ACW,2020,E,Baden-Württemberg,0
PSA AUTOMOBILES (F),CORSA,ABX,2020,E,Baden-Württemberg,1029
PSA AUTOMOBILES (F),DS3 CROSSBACK,ACG,2020,E,Baden-Württemberg,27
PSA AUTOMOBILES (F),2008,ACM,2020,E,Baden-Württemberg,333
PSA AUTOMOBILES (F),208,ACH,2020,E,Baden-Württemberg,462
RENAULT (F),TWINGO,BNZ,2020,E,Baden-Württemberg,135
RENAULT (F),ZOE,AZX,2020,E,Baden-Württemberg,17
RENAULT (F),ZOE,BIA,2020,E,Baden-Württemberg,49
RENAULT (F),ZOE,BMT,2020,E,Baden-Württemberg,5540
SEAT (E),MII,APB,2020,E,Baden-Württemberg,309
SKODA (CZ),CITIGO,AUN,2020,E,Baden-Württemberg,679
TESLA (USA),Model S,AAL,2020,E,Baden-Württemberg,3
TESLA (USA),Model S,AAT,2020,E,Baden-Württemberg,25
TESLA (USA),Model S,AAV,2020,E,Baden-Württemberg,5
TESLA (USA),Model S,AAX,2020,E,Baden-Württemberg,56
TESLA (USA),Model X,AAP,2020,E,Baden-Württemberg,1
TESLA (USA),Model X,AAU,2020,E,Baden-Württemberg,8
TESLA (USA),Model X,AAW,2020,E,Baden-Württemberg,5
TESLA (USA),Model X,AAY,2020,E,Baden-Württemberg,55
TESLA (USA),Model 3,AAQ,2020,E,Baden-Württemberg,346
TESLA (USA),Model 3,AAR,2020,E,Baden-Württemberg,1091
TESLA (USA),Model 3,AAS,2020,E,Baden-Württemberg,354
TESLA (USA),Model 3,AAZ,2020,E,Baden-Württemberg,288
TOYOTA EUROPE (B),LEXUS UX300E,APE,2020,E,Baden-Württemberg,0
VOLKSWAGEN (D),ABT e-Caddy,CMD,2020,E,Baden-Württemberg,2
VOLKSWAGEN (D),ABT e-Caravelle 6.1,COA,2020,E,Baden-Württemberg,1
VOLKSWAGEN (D),CRAFTER,CGD,2020,E,Baden-Württemberg,0
VOLKSWAGEN (D),GOLF,CBP,2020,E,Baden-Württemberg,2730
VOLKSWAGEN (D),ID.3 PRO S 150 KW,CKW,2020,E,Baden-Württemberg,5
VOLKSWAGEN (D),ID.3 PRO 150 KW,CKV,2020,E,Baden-Württemberg,1748
VOLKSWAGEN (D),ID.4 PRO 150 KW,CLQ,2020,E,Baden-Württemberg,66
VOLKSWAGEN (D),UP!,BKY,2020,E,Baden-Württemberg,1
VOLKSWAGEN (D),UP!,CKJ,2020,E,Baden-Württemberg,1746
VOLVO (S),Polestar 2,BRO,2020,E,Baden-Württemberg,114
VOLVO (S),XC40,BTE,2020,E,Baden-Württemberg,14
AUDI (D),e-tron S,BVM,2020,E,Bayern,25
AUDI (D),e-tron S Sportback,BVN,2020,E,Bayern,90
AUDI (D),e-tron Sportback 50,BSM,2020,E,Bayern,319
AUDI (D),e-tron Sportback 55,BSN,2020,E,Bayern,549
AUDI (D),e-tron 50,BSK,2020,E,Bayern,934
AUDI (D),e-tron 55,BSL,2020,E,Bayern,1277
AUDI (D),Audi e-tron,BPG,2020,E,Bayern,245
BMW,iX3,DAQ,2020,E,Bayern,42
BMW,"i3s,i3",BSI,2020,E,Bayern,3217
BMW,Cooper SE,CYC,2020,E,Bayern,1182
CITROEN (F),"C-ZERO,C-Zero",AJT,2020,E,Bayern,12
CITROEN (F),JUMPY SPACETOURER,BBW,2020,E,Bayern,12
DAIMLER (D),eVito Tourer,AAI,2020,E,Bayern,1
DAIMLER (D),eVito Tourer,AAJ,2020,E,Bayern,33
DAIMLER (D),eVito Tourer,IAU,2020,E,Bayern,10
DAIMLER (D),EQ forfour,ADK,2020,E,Bayern,595
DAIMLER (D),EQ fortwo cabrio,ADM,2020,E,Bayern,573
DAIMLER (D),EQ fortwo coupe,ADL,2020,E,Bayern,915
DAIMLER (D),EQ fortwo coupe,HSF,2020,E,Bayern,0
DAIMLER (D),EQA 250,BBR,2020,E,Bayern,0
DAIMLER (D),EQC 400 4MATIC,AKA,2020,E,Bayern,369
DAIMLER (D),EQC 400 4MATIC,HXW,2020,E,Bayern,15
DAIMLER (D),EQV,ASK,2020,E,Bayern,100
DAIMLER (D),EQV,ASL,2020,E,Bayern,11
E.GO,e.GO Life First Edition,AAB,2020,E,Bayern,52
FCA (I),500,AVN,2020,E,Bayern,191
FORD (D),Mustang Mach-E,BUN,2020,E,Bayern,0
FORD (D),Mustang Mach-E,BUO,2020,E,Bayern,0
HONDA MOTOR (J),Honda e,AEW,2020,E,Bayern,144
HYUNDAI MOTOR (CZ),"Kona, Kauai",AFH,2020,E,Bayern,1415
HYUNDAI MOTOR (ROK),IONIQ,AHL,2020,E,Bayern,322
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2020,E,Bayern,425
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2020,E,Bayern,596
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2020,E,Bayern,313
JIANGLING (RC),U5,AAD,2020,E,Bayern,33
KIA MOTOR (ROK),NIRO,AIB,2020,E,Bayern,683
KIA MOTOR (ROK),NIRO,AIC,2020,E,Bayern,23
KIA MOTOR (ROK),SOUL,AIH,2020,E,Bayern,285
KIA MOTOR (ROK),SOUL,AII,2020,E,Bayern,12
MAZDA (J),MAZDA MX-30,AII,2020,E,Bayern,594
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2020,E,Bayern,788
NISSAN (CH),NISSAN e-NV200,AIA,2020,E,Bayern,51
OPEL,Ampera-e,AGT,2020,E,Bayern,82
PEUGEOT (F),iOn,AOG,2020,E,Bayern,57
PEUGEOT (F),EXPERT Traveller,BBY,2020,E,Bayern,5
PEUGEOT (F),VIVARO / ZAFIRA LIFE,BBU,2020,E,Bayern,30
PORSCHE,"Taycan Turbo,Taycan Turbo",ALY,2020,E,Bayern,209
PORSCHE,Taycan 4S,ALZ,2020,E,Bayern,300
PORSCHE,Taycan 4S,AMA,2020,E,Bayern,37
PSA AUTOMOBILES (F),e-C4,ACW,2020,E,Bayern,0
PSA AUTOMOBILES (F),CORSA,ABX,2020,E,Bayern,1301
PSA AUTOMOBILES (F),DS3 CROSSBACK,ACG,2020,E,Bayern,13
PSA AUTOMOBILES (F),2008,ACM,2020,E,Bayern,157
PSA AUTOMOBILES (F),208,ACH,2020,E,Bayern,470
RENAULT (F),TWINGO,BNZ,2020,E,Bayern,186
RENAULT (F),ZOE,AZX,2020,E,Bayern,28
RENAULT (F),ZOE,BIA,2020,E,Bayern,53
RENAULT (F),ZOE,BMT,2020,E,Bayern,5217
SEAT (E),MII,APB,2020,E,Bayern,308
SKODA (CZ),CITIGO,AUN,2020,E,Bayern,795
TESLA (USA),Model S,AAL,2020,E,Bayern,7
TESLA (USA),Model S,AAT,2020,E,Bayern,73
TESLA (USA),Model S,AAV,2020,E,Bayern,18
TESLA (USA),Model S,AAX,2020,E,Bayern,110
TESLA (USA),Model X,AAP,2020,E,Bayern,7
TESLA (USA),Model X,AAU,2020,E,Bayern,75
TESLA (USA),Model X,AAW,2020,E,Bayern,14
TESLA (USA),Model X,AAY,2020,E,Bayern,106
TESLA (USA),Model 3,AAQ,2020,E,Bayern,555
TESLA (USA),Model 3,AAR,2020,E,Bayern,1750
TESLA (USA),Model 3,AAS,2020,E,Bayern,583
TESLA (USA),Model 3,AAZ,2020,E,Bayern,360
TOYOTA EUROPE (B),LEXUS UX300E,APE,2020,E,Bayern,0
VOLKSWAGEN (D),ABT e-Caddy,CMD,2020,E,Bayern,11
VOLKSWAGEN (D),ABT e-Caravelle 6.1,COA,2020,E,Bayern,4
VOLKSWAGEN (D),CRAFTER,CGD,2020,E,Bayern,0
VOLKSWAGEN (D),GOLF,CBP,2020,E,Bayern,1984
VOLKSWAGEN (D),ID.3 PRO S 150 KW,CKW,2020,E,Bayern,27
VOLKSWAGEN (D),ID.3 PRO 150 KW,CKV,2020,E,Bayern,1757
VOLKSWAGEN (D),ID.4 PRO 150 KW,CLQ,2020,E,Bayern,88
VOLKSWAGEN (D),UP!,BKY,2020,E,Bayern,4
VOLKSWAGEN (D),UP!,CKJ,2020,E,Bayern,1509
VOLVO (S),Polestar 2,BRO,2020,E,Bayern,148
VOLVO (S),XC40,BTE,2020,E,Bayern,16
AUDI (D),e-tron S,BVM,2020,E,Berlin,0
AUDI (D),e-tron S Sportback,BVN,2020,E,Berlin,1
AUDI (D),e-tron Sportback 50,BSM,2020,E,Berlin,10
AUDI (D),e-tron Sportback 55,BSN,2020,E,Berlin,16
AUDI (D),e-tron 50,BSK,2020,E,Berlin,25
AUDI (D),e-tron 55,BSL,2020,E,Berlin,49
AUDI (D),Audi e-tron,BPG,2020,E,Berlin,30
BMW,iX3,DAQ,2020,E,Berlin,0
BMW,"i3s,i3",BSI,2020,E,Berlin,244
BMW,Cooper SE,CYC,2020,E,Berlin,152
CITROEN (F),"C-ZERO,C-Zero",AJT,2020,E,Berlin,0
CITROEN (F),JUMPY SPACETOURER,BBW,2020,E,Berlin,0
DAIMLER (D),eVito Tourer,AAI,2020,E,Berlin,2
DAIMLER (D),eVito Tourer,AAJ,2020,E,Berlin,6
DAIMLER (D),eVito Tourer,IAU,2020,E,Berlin,1
DAIMLER (D),EQ forfour,ADK,2020,E,Berlin,85
DAIMLER (D),EQ fortwo cabrio,ADM,2020,E,Berlin,168
DAIMLER (D),EQ fortwo coupe,ADL,2020,E,Berlin,273
DAIMLER (D),EQ fortwo coupe,HSF,2020,E,Berlin,0
DAIMLER (D),EQA 250,BBR,2020,E,Berlin,0
DAIMLER (D),EQC 400 4MATIC,AKA,2020,E,Berlin,563
DAIMLER (D),EQC 400 4MATIC,HXW,2020,E,Berlin,10
DAIMLER (D),EQV,ASK,2020,E,Berlin,255
DAIMLER (D),EQV,ASL,2020,E,Berlin,26
E.GO,e.GO Life First Edition,AAB,2020,E,Berlin,12
FCA (I),500,AVN,2020,E,Berlin,21
FORD (D),Mustang Mach-E,BUN,2020,E,Berlin,0
FORD (D),Mustang Mach-E,BUO,2020,E,Berlin,0
HONDA MOTOR (J),Honda e,AEW,2020,E,Berlin,33
HYUNDAI MOTOR (CZ),"Kona, Kauai",AFH,2020,E,Berlin,177
HYUNDAI MOTOR (ROK),IONIQ,AHL,2020,E,Berlin,20
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2020,E,Berlin,23
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2020,E,Berlin,34
JAGUAR LAND ROVER (GB),Jaguar I-PACE,AHX,2020,E,Berlin,46
JIANGLING (RC),U5,AAD,2020,E,Berlin,6
KIA MOTOR (ROK),NIRO,AIB,2020,E,Berlin,59
KIA MOTOR (ROK),NIRO,AIC,2020,E,Berlin,1
KIA MOTOR (ROK),SOUL,AIH,2020,E,Berlin,29
KIA MOTOR (ROK),SOUL,AII,2020,E,Berlin,1
MAZDA (J),MAZDA MX-30,AII,2020,E,Berlin,37
NISSAN (CH),"Nissan Leaf 40kWh,Nissan",ALE,2020,E,Berlin,81
NISSAN (CH),NISSAN e-NV200,AIA,2020,E,Berlin,61
OPEL,Ampera-e,AGT,2020,E,Berlin,9
PEUGEOT (F),iOn,AOG,2020,E,Berlin,1
PEUGEOT (F),EXPERT Traveller,BBY,2020,E,Berlin,0
PEUGEOT (F),VIVARO / ZAFIRA LIFE,BBU,2020,E,Berlin,1
PORSCHE,"Taycan Turbo,Taycan Turbo",ALY,2020,E,Berlin,33
PORSCHE,Taycan 4S,ALZ,2020,E,Berlin,33
PORSCHE,Taycan 4S,AMA,2020,E,Berlin,7
PSA AUTOMOBILES (F),e-C4,ACW,2020,E,Berlin,0
PSA AUTOMOBILES (F),CORSA,ABX,2020,E,Berlin,91
PSA AUTOMOBILES (F),DS3 CROSSBACK,ACG,2020,E,Berlin,3
PSA AUTOMOBILES (F),2008,ACM,2020,E,Berlin,6
PSA AUTOMOBILES (F),208,ACH,2020,E,Berlin,47
RENAULT (F),TWINGO,BNZ,2020,E,Berlin,16
RENAULT (F),ZOE,AZX,2020,E,Berlin,12
RENAULT (F),ZOE,BIA,2020,E,Berlin,142
RENAULT (F),ZOE,BMT,2020,E,Berlin,518
SEAT (E),MII,APB,2020,E,Berlin,24
SKODA (CZ),CITIGO,AUN,2020,E,Berlin,89
TESLA (USA),Model S,AAL,2020,E,Berlin,2
TESLA (USA),Model S,AAT,2020,E,Berlin,12
TESLA (USA),Model S,AAV,2020,E,Berlin,2
TESLA (USA),Model S,AAX,2020,E,Berlin,21
TESLA (USA),Model X,AAP,2020,E,Berlin,0
TESLA (USA),Model X,AAU,2020,E,Berlin,14
TESLA (USA),Model X,AAW,2020,E,Berlin,2
TESLA (USA),Model X,AAY,2020,E,Berlin,25
TESLA (USA),Model 3,AAQ,2020,E,Berlin,97
TESLA (USA),Model 3,AAR,2020,E,Berlin,299
TESLA (USA),Model 3,AAS,2020,E,Berlin,116
TESLA (USA),Model 3,AAZ,2020,E,Berlin,78
TOYOTA EUROPE (B),LEXUS UX300E,APE,2020,E,Berlin,0
VOLKSWAGEN (D),ABT e-Caddy,CMD,2020,E,Berlin,0
VOLKSWAGEN (D),ABT e-Caravelle 6.1,COA,2020,E,Berlin,0
VOLKSWAGEN (D),CRAFTER,CGD,2020,E,Berlin,0
