manufacturer,model,tsn,year,fuel_type,federal_state,new_registration
JIANGLING (RC),U5,AAD,2021,E,Bayern,213
KIA (ROK),EV6,AAZ,2021,E,Bayern,26
KIA (ROK),EV6,ABA,2021,E,Bayern,96
KIA (ROK),EV6,ABC,2021,E,Bayern,37
KIA (ROK),NIRO,AAK,2021,E,Bayern,211
KIA (ROK),NIRO,AAL,2021,E,Bayern,31
KIA (ROK),NIRO,AIB,2021,E,Bayern,839
KIA (ROK),NIRO,AIC,2021,E,Bayern,39
KIA (ROK),SOUL,AAA,2021,E,Bayern,34
KIA (ROK),SOUL,AAB,2021,E,Bayern,150
KIA (ROK),SOUL,AIH,2021,E,Bayern,262
KIA (ROK),SOUL,AII,2021,E,Bayern,40
MAZDA (J),MAZDA MX-30,AII,2021,E,Bayern,828
NEXT.E.GO,e.GO Life,AAA,2021,E,Bayern,15
NISSAN (CH),"Nissan Leaf 62kWh,Nissan",ALE,2021,E,Bayern,462
NISSAN (CH),NISSAN e-NV200,AIA,2021,E,Bayern,27
NISSAN AUTOMOTIVE (F),"Nissan Leaf 62kWh,Nissan",AAJ,2021,E,Bayern,580
NISSAN AUTOMOTIVE (F),NISSAN e-NV200,AAO,2021,E,Bayern,4
OPEL,Ampera-e,AGT,2021,E,Bayern,2
OPEL,Combo-e Life,AMK,2021,E,Bayern,0
PEUGEOT (F),"EXPERT, Traveller,EXPERT",BBY,2021,E,Bayern,24
PEUGEOT (F),VIVARO / ZAFIRA LIFE,BBU,2021,E,Bayern,56
POLESTAR (S),Polestar 2,AAA,2021,E,Bayern,61
POLESTAR (S),Polestar 2,AAB,2021,E,Bayern,173
PORSCHE,Taycan,ANJ,2021,E,Bayern,194
PORSCHE,"Taycan Turbo S,Taycan Tur",ANH,2021,E,Bayern,35
PORSCHE,"Taycan Turbo,Taycan Turbo",ALY,2021,E,Bayern,103
PORSCHE,Taycan 4S,ALZ,2021,E,Bayern,230
PORSCHE,Taycan 4S,AMA,2021,E,Bayern,8
PORSCHE,"Taycan 4S,Taycan 4",ANI,2021,E,Bayern,181
PSA AUTOMOBILES (F),e-BERLINGO,AEE,2021,E,Bayern,10
PSA AUTOMOBILES (F),e-C4,ACW,2021,E,Bayern,169
PSA AUTOMOBILES (F),e-RIFTER,AED,2021,E,Bayern,14
PSA AUTOMOBILES (F),CORSA,ABX,2021,E,Bayern,2167
PSA AUTOMOBILES (F),DS3 CROSSBACK,ACG,2021,E,Bayern,25
PSA AUTOMOBILES (F),"MOKKA,MOKKA",ADD,2021,E,Bayern,1149
PSA AUTOMOBILES (F),2008,ACM,2021,E,Bayern,597
PSA AUTOMOBILES (F),208,ACH,2021,E,Bayern,1524
RENAULT (F),TWINGO,BNZ,2021,E,Bayern,1056
RENAULT (F),ZOE,BIA,2021,E,Bayern,1
RENAULT (F),ZOE,BMT,2021,E,Bayern,4197
SAIC (RC),MG Marvel R Electric,AAC,2021,E,Bayern,3
SAIC (RC),MG Marvel R Electric,AAD,2021,E,Bayern,6
SAIC (RC),"MG ZS EV,ROEWE ZS EV",AAA,2021,E,Bayern,368
SAIC (RC),"MG ZS EV,ROEWE ZS EV",AAF,2021,E,Bayern,8
SEAT (E),BORN,ARM,2021,E,Bayern,66
SEAT (E),MII,APB,2021,E,Bayern,585
SKODA (CZ),CITIGO,AUN,2021,E,Bayern,525
SKODA (CZ),ENYAQ 50,AWQ,2021,E,Bayern,43
SKODA (CZ),ENYAQ 60,AWR,2021,E,Bayern,609
SKODA (CZ),ENYAQ 80,AWS,2021,E,Bayern,1313
SKODA (CZ),ENYAQ 80X,AWT,2021,E,Bayern,47
TESLA (USA),Model X,AAU,2021,E,Bayern,2
TESLA (USA),Model X,AAY,2021,E,Bayern,3
TESLA (USA),Model Y,ABD,2021,E,Bayern,903
TESLA (USA),Model 3,AAQ,2021,E,Bayern,2039
TESLA (USA),Model 3,AAR,2021,E,Bayern,3419
TESLA (USA),Model 3,AAS,2021,E,Bayern,1137
TESLA (USA),Model 3,AAZ,2021,E,Bayern,484
TOYOTA EUROPE (B),LEXUS UX300E,APE,2021,E,Bayern,4
TOYOTA EUROPE (B),Proace,APK,2021,E,Bayern,21
VOLKSWAGEN (D),ABT e-Caddy,CMD,2021,E,Bayern,1
VOLKSWAGEN (D),ABT e-Caravelle 6.1,COA,2021,E,Bayern,10
VOLKSWAGEN (D),GOLF,CBP,2021,E,Bayern,166
VOLKSWAGEN (D),ID.3 PRO S 150 KW,CKW,2021,E,Bayern,550
VOLKSWAGEN (D),ID.3 PRO 107 KW,CKU,2021,E,Bayern,816
VOLKSWAGEN (D),ID.3 PRO 150 KW,CKV,2021,E,Bayern,1850
VOLKSWAGEN (D),ID.3 PURE 110 KW,CKT,2021,E,Bayern,1011
VOLKSWAGEN (D),ID.4 GTX 220 KW,CLR,2021,E,Bayern,78
VOLKSWAGEN (D),ID.4 PRO 150 KW,CLQ,2021,E,Bayern,1414
VOLKSWAGEN (D),ID.4 PURE 109 KW,CLN,2021,E,Bayern,153
VOLKSWAGEN (D),ID.4 PURE 125 KW,CLO,2021,E,Bayern,136
VOLKSWAGEN (D),UP!,CKJ,2021,E,Bayern,4199
VOLVO (S),Polestar 2,BRO,2021,E,Bayern,467
VOLVO (S),XC40,BUN,2021,E,Bayern,0
VOLVO (S),"XC40,C40",BTE,2021,E,Bayern,126
AUDI (D),e-tron GT,BZL,2021,E,Berlin,16
AUDI (D),e-tron S,BVM,2021,E,Berlin,4
AUDI (D),e-tron S Sportback,BVN,2021,E,Berlin,7
AUDI (D),e-tron Sportback 50,BSM,2021,E,Berlin,16
AUDI (D),e-tron Sportback 55,BSN,2021,E,Berlin,32
AUDI (D),e-tron 50,BSK,2021,E,Berlin,54
AUDI (D),e-tron 55,BSL,2021,E,Berlin,42
AUDI (D),Audi e-tron,BPG,2021,E,Berlin,0
AUDI (D),Q4 Sportback 35 e-tron,BZS,2021,E,Berlin,2
AUDI (D),Q4 Sportback 40 e-tron,BZT,2021,E,Berlin,6
AUDI (D),Q4 Sportback 50 e-tron,BZU,2021,E,Berlin,13
AUDI (D),Q4 35 e-tron,BZJ,2021,E,Berlin,19
AUDI (D),Q4 40 e-tron,BZK,2021,E,Berlin,25
AUDI (D),Q4 50 e-tron,BZV,2021,E,Berlin,20
AUDI (D),RS e-tron GT,BZM,2021,E,Berlin,10
BMW,iX xDrive40,DGW,2021,E,Berlin,8
BMW,iX xDrive50,DGV,2021,E,Berlin,4
BMW,iX3,DAQ,2021,E,Berlin,64
BMW,"i3s,i3",BSI,2021,E,Berlin,323
BMW,i4 eDrive40,DGZ,2021,E,Berlin,0
BMW,i4 M50,DHA,2021,E,Berlin,0
BMW,Cooper SE,CYC,2021,E,Berlin,237
CITROEN (F),"JUMPY, SPACETOURER,JUMPY",BBW,2021,E,Berlin,16
DACIA (RO),SPRING,AFG,2021,E,Berlin,441
DAIMLER (D),eVito Tourer,AAI,2021,E,Berlin,5
DAIMLER (D),eVito Tourer,AAJ,2021,E,Berlin,25
DAIMLER (D),EQ forfour,ADK,2021,E,Berlin,121
DAIMLER (D),EQ fortwo cabrio,ADM,2021,E,Berlin,228
DAIMLER (D),EQ fortwo coupe,ADL,2021,E,Berlin,502
DAIMLER (D),EQA 250,BBR,2021,E,Berlin,106
DAIMLER (D),EQA 300 4MATIC,AXX,2021,E,Berlin,8
DAIMLER (D),EQA 350 4MATIC,AXW,2021,E,Berlin,4
DAIMLER (D),EQB 300 4MATIC,BDI,2021,E,Berlin,13
DAIMLER (D),EQB 350 4MATIC,BDH,2021,E,Berlin,0
DAIMLER (D),EQC 400 4MATIC,AKA,2021,E,Berlin,82
DAIMLER (D),"EQS 450 4MATIC,EQS 580 4M",AXY,2021,E,Berlin,12
DAIMLER (D),"EQS 450+,EQS 350",AXZ,2021,E,Berlin,1
DAIMLER (D),EQV,ASK,2021,E,Berlin,29
DAIMLER (D),EQV,ASL,2021,E,Berlin,1
FCA (I),500,AVN,2021,E,Berlin,272
FORD (D),Mustang Mach-E,BUN,2021,E,Berlin,0
FORD (D),Mustang Mach-E,BUO,2021,E,Berlin,0
FORD (D),Mustang Mach-E,BVE,2021,E,Berlin,33
FORD (D),Mustang Mach-E,BVF,2021,E,Berlin,25
FORD (D),Mustang Mach-E,BVQ,2021,E,Berlin,0
HONDA MOTOR (J),Honda e,AEW,2021,E,Berlin,45
HYUNDAI MOTOR (CZ),"Kona, Kauai",AFH,2021,E,Berlin,235
HYUNDAI MOTOR (CZ),"Kona, Kauai",AFI,2021,E,Berlin,39
HYUNDAI MOTOR (ROK),IONIQ,AHL,2021,E,Berlin,45
HYUNDAI MOTOR (ROK),IONIQ5,AJX,2021,E,Berlin,47
HYUNDAI MOTOR (ROK),IONIQ5,AJY,2021,E,Berlin,0
HYUNDAI MOTOR (ROK),IONIQ5,AJZ,2021,E,Berlin,128
HYUNDAI MOTOR (ROK),IONIQ5,AKA,2021,E,Berlin,20
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIO,2021,E,Berlin,1
HYUNDAI MOTOR (ROK),"Kona, Kauai",AIP,2021,E,Berlin,50
JAGUAR LAND ROVER (UK),Jaguar I-PACE,AHX,2021,E,Berlin,11
JIANGLING (RC),U5,AAD,2021,E,Berlin,15
KIA (ROK),EV6,AAZ,2021,E,Berlin,0
KIA (ROK),EV6,ABA,2021,E,Berlin,11
KIA (ROK),EV6,ABC,2021,E,Berlin,2
KIA (ROK),NIRO,AAK,2021,E,Berlin,50
KIA (ROK),NIRO,AAL,2021,E,Berlin,2
KIA (ROK),NIRO,AIB,2021,E,Berlin,86
KIA (ROK),NIRO,AIC,2021,E,Berlin,7
KIA (ROK),SOUL,AAA,2021,E,Berlin,2
KIA (ROK),SOUL,AAB,2021,E,Berlin,4
KIA (ROK),SOUL,AIH,2021,E,Berlin,15
KIA (ROK),SOUL,AII,2021,E,Berlin,2
MAZDA (J),MAZDA MX-30,AII,2021,E,Berlin,31
NEXT.E.GO,e.GO Life,AAA,2021,E,Berlin,3
NISSAN (CH),"Nissan Leaf 62kWh,Nissan",ALE,2021,E,Berlin,50
NISSAN (CH),NISSAN e-NV200,AIA,2021,E,Berlin,8
NISSAN AUTOMOTIVE (F),"Nissan Leaf 62kWh,Nissan",AAJ,2021,E,Berlin,105
NISSAN AUTOMOTIVE (F),NISSAN e-NV200,AAO,2021,E,Berlin,8
OPEL,Ampera-e,AGT,2021,E,Berlin,0
OPEL,Combo-e Life,AMK,2021,E,Berlin,0
PEUGEOT (F),"EXPERT, Traveller,EXPERT",BBY,2021,E,Berlin,19
PEUGEOT (F),VIVARO / ZAFIRA LIFE,BBU,2021,E,Berlin,17
POLESTAR (S),Polestar 2,AAA,2021,E,Berlin,6
POLESTAR (S),Polestar 2,AAB,2021,E,Berlin,4
PORSCHE,Taycan,ANJ,2021,E,Berlin,48
PORSCHE,"Taycan Turbo S,Taycan Tur",ANH,2021,E,Berlin,3
PORSCHE,"Taycan Turbo,Taycan Turbo",ALY,2021,E,Berlin,17
PORSCHE,Taycan 4S,ALZ,2021,E,Berlin,33
PORSCHE,Taycan 4S,AMA,2021,E,Berlin,4
PORSCHE,"Taycan 4S,Taycan 4",ANI,2021,E,Berlin,27
PSA AUTOMOBILES (F),e-BERLINGO,AEE,2021,E,Berlin,2
PSA AUTOMOBILES (F),e-C4,ACW,2021,E,Berlin,32
PSA AUTOMOBILES (F),e-RIFTER,AED,2021,E,Berlin,3
PSA AUTOMOBILES (F),CORSA,ABX,2021,E,Berlin,167
PSA AUTOMOBILES (F),DS3 CROSSBACK,ACG,2021,E,Berlin,5
PSA AUTOMOBILES (F),"MOKKA,MOKKA",ADD,2021,E,Berlin,88
PSA AUTOMOBILES (F),2008,ACM,2021,E,Berlin,80
PSA AUTOMOBILES (F),208,ACH,2021,E,Berlin,120
RENAULT (F),TWINGO,BNZ,2021,E,Berlin,205
RENAULT (F),ZOE,BIA,2021,E,Berlin,0
RENAULT (F),ZOE,BMT,2021,E,Berlin,713
SAIC (RC),MG Marvel R Electric,AAC,2021,E,Berlin,0
SAIC (RC),MG Marvel R Electric,AAD,2021,E,Berlin,0
SAIC (RC),"MG ZS EV,ROEWE ZS EV",AAA,2021,E,Berlin,16
SAIC (RC),"MG ZS EV,ROEWE ZS EV",AAF,2021,E,Berlin,0
SEAT (E),BORN,ARM,2021,E,Berlin,4
SEAT (E),MII,APB,2021,E,Berlin,109
SKODA (CZ),CITIGO,AUN,2021,E,Berlin,77
SKODA (CZ),ENYAQ 50,AWQ,2021,E,Berlin,10
SKODA (CZ),ENYAQ 60,AWR,2021,E,Berlin,71
SKODA (CZ),ENYAQ 80,AWS,2021,E,Berlin,239
SKODA (CZ),ENYAQ 80X,AWT,2021,E,Berlin,2
TESLA (USA),Model X,AAU,2021,E,Berlin,0
TESLA (USA),Model X,AAY,2021,E,Berlin,3
TESLA (USA),Model Y,ABD,2021,E,Berlin,157
TESLA (USA),Model 3,AAQ,2021,E,Berlin,340
TESLA (USA),Model 3,AAR,2021,E,Berlin,529
TESLA (USA),Model 3,AAS,2021,E,Berlin,258
TESLA (USA),Model 3,AAZ,2021,E,Berlin,74
TOYOTA EUROPE (B),LEXUS UX300E,APE,2021,E,Berlin,1
TOYOTA EUROPE (B),Proace,APK,2021,E,Berlin,6
VOLKSWAGEN (D),ABT e-Caddy,CMD,2021,E,Berlin,0
